(0.4151110216218741+0j),(0.19492776623386548+0j),(0.36602881472936344+0j),(0.2544658543157915+0j),(0.14519631610229505+0j),(0.5301989775069711+0j),(0.005434869204196051+0j),(0.5373393505894478+0j)
(0.20381572541290113+0j),(0.4013789959902094+0j),(0.00029554684159092086+0j),(0.4714924547325669+0j),(0.4477496807523031+0j),(0.2761066971368664+0j),(0.3339279668722203+0j),(0.4322340310035687+0j)
(0.22808648304169002+0j),(0.17701792734698876+0j),(0.41413427986780343+0j),(0.5679804991936276+0j),(0.402200615383596+0j),(0.18623424124121435+0j),(0.47112170712198403+0j),(0.06424927920541676+0j)
(0.36349053926492075+0j),(0.5060372126037013+0j),(0.08503873186124022+0j),(0.32952535911213365+0j),(0.45727696020644776+0j),(0.08471314254038204+0j),(0.24990179434473764+0j),(0.46610404143194145+0j)
(0.559984879764061+0j),(0.31760984421521354+0j),(0.296581606413005+0j),(0.046373747165443555+0j),(0.0005818841568459933+0j),(0.06133684155758369+0j),(0.6061883509126538+0j),(0.35242429555991195+0j)
(0.04760860867985455+0j),(0.20874922457060804+0j),(0.14547700639153868+0j),(0.4187701684230204+0j),(0.014041392328474369+0j),(0.5151252921029135+0j),(0.590275279540464+0j),(0.3790106006061608+0j)
(0.4632751704037699+0j),(0.21552726037277053+0j),(0.5020811102191126+0j),(0.341517038917008+0j),(0.060878200372853734+0j),(0.25765129284979915+0j),(0.260157001736064+0j),(0.4821128269129119+0j)
(0.4648123591501622+0j),(0.3270726294311652+0j),(0.41606882192638006+0j),(0.34555404717690075+0j),(0.31696283759539845+0j),(0.3400701517526396+0j),(0.12204309452026191+0j),(0.3917198441603781+0j)
(0.41084496759572386+0j),(0.4476018380848967+0j),(0.11966367971251403+0j),(0.4767144472991856+0j),(0.44960581682257306+0j),(0.3526492069991469+0j),(0.11404575416529925+0j),(0.22309114477547337+0j)
(0.20389494157125929+0j),(0.26150656533141486+0j),(0.42056105122935844+0j),(0.5875170148891086+0j),(0.527134665970653+0j),(0.2385729415010355+0j),(0.17036942572668132+0j),(0.06464969286840855+0j)
(0.32930261847618864+0j),(0.301204885344796+0j),(0.2869723490793108+0j),(0.32561984213671596+0j),(0.471334279169176+0j),(0.42844232121368814+0j),(0.40764749405617384+0j),(0.20139187432152864+0j)
(0.5591269909371559+0j),(0.015936023087741478+0j),(0.1414967477753617+0j),(0.6271253709164402+0j),(0.39488197701034833+0j),(0.023870323867297465+0j),(0.2643264598845916+0j),(0.21781975385940125+0j)
(0.5424892759100249+0j),(0.05449527045166364+0j),(0.22357362701025585+0j),(0.3326236122137766+0j),(0.5573976597649264+0j),(0.3693338936360394+0j),(0.04610656305630605+0j),(0.30477290835590354+0j)
(0.07371613044863588+0j),(0.7225463639403329+0j),(0.38481020273188343+0j),(0.06092261419943794+0j),(0.12559425936378818+0j),(0.3698832072281537+0j),(0.3549629463465661+0j),(0.205221901285603+0j)
(0.4733143269440341+0j),(0.0821525431267051+0j),(0.3576931204793603+0j),(0.5333453300420139+0j),(0.24791208104140353+0j),(0.10968202485145301+0j),(0.48572230584082443+0j),(0.21772963316536018+0j)
(0.25150078209705523+0j),(0.03998209960448568+0j),(0.41741691960181215+0j),(0.37973568492300025+0j),(0.4856547847750437+0j),(0.21191439663256972+0j),(0.5355261136413232+0j),(0.22171200525718346+0j)
(0.44020112139949+0j),(0.01579934961330595+0j),(0.6057646847877474+0j),(0.06352279612021172+0j),(0.5914489948284355+0j),(0.13253307645536003+0j),(0.22134554962269426+0j),(0.1364425598244093+0j)
(0.2088665699002535+0j),(0.13558671090551933+0j),(0.19715046354786794+0j),(0.6348851776507393+0j),(0.5034050213984915+0j),(0.015893532286890714+0j),(0.3749568591524425+0j),(0.31903234877194014+0j)
(0.2745241889286549+0j),(0.224161185439008+0j),(0.22254901151719447+0j),(0.706818498824222+0j),(0.009849619112943846+0j),(0.2837666678927152+0j),(0.30667022885197165+0j),(0.3880729490192668+0j)
(0.39742620866792067+0j),(0.21808041116992835+0j),(0.36875428807488686+0j),(0.381502426030725+0j),(0.40083325154509597+0j),(0.24008708614115334+0j),(0.17280241150560513+0j),(0.5145869595984098+0j)
(0.08061600055375369+0j),(0.48992488630932096+0j),(0.09877661860746027+0j),(0.5167866137687825+0j),(0.031486488579687055+0j),(0.10141203207655654+0j),(0.5816744907629742+0j),(0.3564104786030386+0j)
(0.04447244627130494+0j),(0.5634873173605833+0j),(0.21322711241977355+0j),(0.0862391164119146+0j),(0.15568961235144751+0j),(0.30858428882387196+0j),(0.5794255672552224+0j),(0.4152153072008805+0j)
(0.009382438087126608+0j),(0.7745276800809249+0j),(0.13023227329139178+0j),(0.42084645986360386+0j),(0.21472969192736305+0j),(0.2943409773267179+0j),(0.07187389330973865+0j),(0.26083586177759877+0j)
(0.17990941772001504+0j),(0.36082711531741957+0j),(0.6644096145176255+0j),(0.11674084590878965+0j),(0.3157628437270157+0j),(0.3199119269705817+0j),(0.14610585802187692+0j),(0.3987117969855969+0j)
(0.014654874040392668+0j),(0.5015026256947128+0j),(0.5563032506703441+0j),(0.4097075809979552+0j),(0.47244545147180317+0j),(0.19793145936941253+0j),(0.049921712331987264+0j),(0.0779294415989383+0j)
(0.2231457173679414+0j),(0.5788638650411142+0j),(0.12308681401366255+0j),(0.3256485870812301+0j),(0.2524209069868056+0j),(0.3833842564177013+0j),(0.08547555837283614+0j),(0.5252802824072405+0j)
(0.17438743150741307+0j),(0.0822227905139128+0j),(0.10027249420692189+0j),(0.5416079398814234+0j),(0.059330459983222776+0j),(0.2000824500591743+0j),(0.5967892825621808+0j),(0.5096314008483882+0j)
(0.26370863937169103+0j),(0.010357532627438616+0j),(0.02584503366251486+0j),(0.2331853248981791+0j),(0.6062944131697866+0j),(0.22393141636134306+0j),(0.6499202825503669+0j),(0.18754344878154317+0j)
(0.08046536399334778+0j),(0.1484240545631594+0j),(0.219585571250569+0j),(0.6222429736296348+0j),(0.4093670424590839+0j),(0.4850591842963721+0j),(0.11951301963570019+0j),(0.3448830733845297+0j)
(0.13734498335411435+0j),(0.2506616890101299+0j),(0.5436522168163483+0j),(0.003143896935070582+0j),(0.35901116250953347+0j),(0.22917161586112864+0j),(0.5861669888400776+0j),(0.3126292902849761+0j)
(0.5778549615704232+0j),(0.37690009899320126+0j),(0.0442099185862015+0j),(0.25830496102388467+0j),(0.3780461476138623+0j),(0.5430849574847766+0j),(0.1228061646583214+0j),(0.0491169433739555+0j)
(0.011571132606384631+0j),(0.4490271539637996+0j),(0.3049022426282376+0j),(0.4968542018911494+0j),(0.42156153486116515+0j),(0.450838523463636+0j),(0.2169072353485756+0j),(0.17433587621835223+0j)
(0.3928423461721005+0j),(0.01123604190257128+0j),(0.47340794992990604+0j),(0.29571765798049326+0j),(0.4416528328614492+0j),(0.3607365954014814+0j),(0.16522486353265534+0j),(0.42602494123264506+0j)
(0.49903930560416265+0j),(0.48367858781158574+0j),(0.29672666002090375+0j),(0.20148322680197214+0j),(0.09828911315902326+0j),(0.3578350454860472+0j),(0.4531311433339779+0j),(0.2129274315400967+0j)
(0.08807125892608562+0j),(0.6204893879907238+0j),(0.1033461259397837+0j),(0.34127424691166547+0j),(0.2876492538317523+0j),(0.510840067831856+0j),(0.29232431599791026+0j),(0.22568709651665977+0j)
(0.05968759696061658+0j),(0.323745955436955+0j),(0.41442603257902866+0j),(0.15256101170444736+0j),(0.35026257319274734+0j),(0.11825121861228756+0j),(0.4871367536979501+0j),(0.5680076677735332+0j)
(0.03537255216086218+0j),(0.4896902907776308+0j),(0.5041929679287139+0j),(0.3134525459387531+0j),(0.17034884156712463+0j),(0.3609479494126826+0j),(0.4945842564220408+0j),(0.05072886257812785+0j)
(0.03954393274646419+0j),(0.3213421623410386+0j),(0.13419476371509864+0j),(0.45736628709416427+0j),(0.4625404568052621+0j),(0.4484825160914896+0j),(0.3702667861632972+0j),(0.34030222236859586+0j)
(0.48948600078694515+0j),(0.01650967399614499+0j),(0.21710763177033404+0j),(0.15135604299286612+0j),(0.47198422928038475+0j),(0.463894906612969+0j),(0.43738560473189053+0j),(0.24660240444332007+0j)
(0.014532358191717939+0j),(0.44815267006400206+0j),(0.1255882668439341+0j),(0.39780233326529746+0j),(0.22196064232378718+0j),(0.5035910912819205+0j),(0.22586406501566728+0j),(0.5206186665257115+0j)
(0.2760898456449968+0j),(0.2503000050866043+0j),(0.49527918467653254+0j),(0.35937222925366774+0j),(0.09448645112602268+0j),(0.4776931359549551+0j),(0.41419947588929235+0j),(0.2792755041906332+0j)
(0.32356173747829314+0j),(0.4321874166016344+0j),(0.015038386689972958+0j),(0.28163596754344733+0j),(0.2739315918100841+0j),(0.5741545484640761+0j),(0.47234915418570445+0j),(0.03422253218741137+0j)
(0.25984653502101546+0j),(0.2566962666564879+0j),(0.052464818143382816+0j),(0.04535133068781207+0j),(0.5858924093830328+0j),(0.4076343085596052+0j),(0.5573845862000043+0j),(0.20411830580167759+0j)
(0.4245143143880551+0j),(0.5592808672191109+0j),(0.30639529939885934+0j),(0.2703048795234796+0j),(0.3835749660884136+0j),(0.08659442864161616+0j),(0.29132159358083864+0j),(0.3171010572142332+0j)
(0.4352923705287463+0j),(0.0720905141753857+0j),(0.5650007829080747+0j),(0.25355876825526313+0j),(0.2428929780015934+0j),(0.6006948798884995+0j),(0.04431496328467725+0j),(0.003228439540394617+0j)
(0.285311099844457+0j),(0.4384977305171726+0j),(0.4586360088079278+0j),(0.3290772589904958+0j),(0.3651068626634132+0j),(0.48192352031788255+0j),(0.08502787389627324+0j),(0.18680322732236213+0j)
(0.3811945629919815+0j),(0.4710418330743787+0j),(0.25077969992617605+0j),(0.31806036468263965+0j),(0.10886029218674033+0j),(0.45019118112864126+0j),(0.4168340612092816+0j),(0.28369727844475057+0j)
(0.3993445812631249+0j),(0.2132491965647036+0j),(0.49926336944905364+0j),(0.055543509774682025+0j),(0.27994898067798357+0j),(0.48749414093836085+0j),(0.4267240122274975+0j),(0.21115004187820918+0j)
(0.0021876105301429543+0j),(0.08873048753307584+0j),(0.07106980494710449+0j),(0.6665259833384057+0j),(0.17493225199126033+0j),(0.13384038707290322+0j),(0.340947890427089+0j),(0.6148612081735374+0j)
(0.5457407042362723+0j),(0.567764728139437+0j),(0.20942226016582874+0j),(0.16834494910649803+0j),(0.40656106639811107+0j),(0.10429470251935322+0j),(0.18774486171143034+0j),(0.31015346764852025+0j)
(0.13140584078845025+0j),(0.3200090459434743+0j),(0.38693906629007824+0j),(0.4267083297064359+0j),(0.4701170995185773+0j),(0.24580880122406928+0j),(0.30926894559584645+0j),(0.41405982795943047+0j)
(0.12413606960366665+0j),(0.467281345382805+0j),(0.20550312130137727+0j),(0.4723291701958966+0j),(0.42121107927111706+0j),(0.4557437850656719+0j),(0.07755198685756012+0j),(0.33132540048380904+0j)
(0.24410127355824682+0j),(0.18685808792396136+0j),(0.48183907067570436+0j),(0.03466609014223796+0j),(0.5058652870950058+0j),(0.6426960746016736+0j),(0.0448436992553788+0j),(0.034045631588319636+0j)
(0.22086105100182987+0j),(0.32148652576873765+0j),(0.08970850192099807+0j),(0.24966191446969369+0j),(0.40606378768193124+0j),(0.302522265946522+0j),(0.5778924961847509+0j),(0.4325746927864302+0j)
(0.1368877640917836+0j),(0.24803963871098958+0j),(0.05168655853123403+0j),(0.10256211385425801+0j),(0.4439329135193906+0j),(0.4377505469856852+0j),(0.5350337165854309+0j),(0.4812323130918339+0j)
(0.46508018924337435+0j),(0.20111279058636974+0j),(0.26598700270383446+0j),(0.2917853560468382+0j),(0.29237902462755555+0j),(0.3308907102195596+0j),(0.39108693572113495+0j),(0.48932927153568895+0j)
(0.16084333109556287+0j),(0.3855940533415898+0j),(0.25090473835136257+0j),(0.28394969986289914+0j),(0.352067837830685+0j),(0.34731151167584634+0j),(0.41729381556840156+0j),(0.5129862103422663+0j)
(0.28784355334683037+0j),(0.35995985765888694+0j),(0.4592639784116196+0j),(0.016601966643196252+0j),(0.40560030803548647+0j),(0.10767870265402099+0j),(0.12030388122070201+0j),(0.6211252899274624+0j)
(0.06224941604032049+0j),(0.49495020980708465+0j),(0.007098513145158851+0j),(0.12455546523331974+0j),(0.6153389753260038+0j),(0.3863575226196619+0j),(0.31052845460859024+0j),(0.3335307125956214+0j)
(0.04025999572766568+0j),(0.38962102702470186+0j),(0.19537916944011255+0j),(0.13173317348907532+0j),(0.46427563137399447+0j),(0.2796208367383636+0j),(0.4819777093331936+0j),(0.5147870945114666+0j)
(0.01997109718496863+0j),(0.09426598432172865+0j),(0.4042338142545331+0j),(0.3434872590011295+0j),(0.4195398404240826+0j),(0.6108671507784004+0j),(0.3440502328981418+0j),(0.2044105903170274+0j)
(0.4872703364252557+0j),(0.2290371790749995+0j),(0.09465984305152825+0j),(0.48300997425821396+0j),(0.24436305574190065+0j),(0.3960502367355977+0j),(0.3858360997833483+0j),(0.32001856164300213+0j)
(0.03614080685116323+0j),(0.18490299553437795+0j),(0.3028082457864556+0j),(0.5176341879578172+0j),(0.32950438071242766+0j),(0.3298212951507074+0j),(0.04349531004998109+0j),(0.6209828278009198+0j)
(0.5067904330527523+0j),(0.05246038260893262+0j),(0.12111070522236808+0j),(0.1807057353224844+0j),(0.38374461839887936+0j),(0.21603088993367095+0j),(0.5011698830997674+0j),(0.4979844076303587+0j)
(0.24381865120369875+0j),(0.5377814885399056+0j),(0.04803300930612175+0j),(0.2436849719685853+0j),(0.6243886255541339+0j),(0.269865448014941+0j),(0.339669680335776+0j),(0.1076568291822996+0j)
(0.26776997138260333+0j),(0.018392984080442046+0j),(0.14291583807288163+0j),(0.24816883864810668+0j),(0.8136257644782264+0j),(0.32762424081084307+0j),(0.16278711899639645+0j),(0.2238840267047778+0j)
(0.08594549435971773+0j),(0.07053445391830575+0j),(0.6409201955913245+0j),(0.33818956731441685+0j),(0.47363130583590196+0j),(0.15496833675505822+0j),(0.19168473563928412+0j),(0.42119181510449927+0j)
(0.47566341270628726+0j),(0.16975697174028054+0j),(0.1405377367700313+0j),(0.5570978384849266+0j),(0.16122108009627353+0j),(0.5427857581970593+0j),(0.2590435385264526+0j),(0.16463857517570657+0j)
(0.09668337141276764+0j),(0.4065409422331595+0j),(0.43671965836876675+0j),(0.16221537379306694+0j),(0.38336985954119407+0j),(0.4703145689773654+0j),(0.2580584460172221+0j),(0.4166251263690841+0j)
(0.5270321699832868+0j),(0.11261603912467341+0j),(0.04410608870180562+0j),(0.5724355314829276+0j),(0.15607794652571855+0j),(0.3901349150963573+0j),(0.2461749854338533+0j),(0.3778349294964403+0j)
(0.4136829434128264+0j),(0.10205096385706755+0j),(0.3551384960790202+0j),(0.428764714651135+0j),(0.4152306891694118+0j),(0.07793785975176241+0j),(0.4148791535312796+0j),(0.3973335424204519+0j)
(0.08178385152365797+0j),(0.17043083035802156+0j),(0.36550067289410065+0j),(0.09332674962805292+0j),(0.35843396749961476+0j),(0.587699500696469+0j),(0.5680704721955747+0j),(0.15935631789909252+0j)
(0.33115335746429747+0j),(0.047573216755627645+0j),(0.4508281985900239+0j),(0.4348931515701861+0j),(0.36643556244544123+0j),(0.31219071867151177+0j),(0.4183456732650769+0j),(0.29823641020525676+0j)
(0.2928269270029909+0j),(0.5398756327481005+0j),(0.336356762786721+0j),(0.051129882488579755+0j),(0.08020112612913356+0j),(0.5837719922450004+0j),(0.36253412159488485+0j),(0.1684743492301187+0j)
(0.010432243845661014+0j),(0.14601011393923075+0j),(0.2792731456856817+0j),(0.4955030877103667+0j),(0.3363449936488908+0j),(0.3780377966657805+0j),(0.3879860303659252+0j),(0.4984794126786129+0j)
(0.41887480766412066+0j),(0.5008136003505376+0j),(0.3815035323271389+0j),(0.46171995575415703+0j),(0.3155515605078167+0j),(0.3226849535361218+0j),(0.011585030504130416+0j),(0.10567303809044067+0j)
(0.03820747991731206+0j),(0.5064006051789355+0j),(0.2762849649720113+0j),(0.23129029705993026+0j),(0.07037388735818677+0j),(0.558589281246899+0j),(0.4601855227564385+0j),(0.2890066567895508+0j)
(0.4319243842640957+0j),(0.41869526812030217+0j),(0.08543357134108863+0j),(0.13109576101338677+0j),(0.31380932773314785+0j),(0.5833699634541357+0j),(0.40955144317838543+0j),(0.08438845905495596+0j)
(0.22715615280125753+0j),(0.192302154191944+0j),(0.3732369602471608+0j),(0.6482440026839795+0j),(0.38261977053687635+0j),(0.3530774939122144+0j),(0.013831868928045516+0j),(0.2839734531894086+0j)
(0.5924196076124547+0j),(0.16639362274154446+0j),(0.045556755936693+0j),(0.42495467133760667+0j),(0.5532395409728482+0j),(0.0269264291682062+0j),(0.33779983724320506+0j),(0.1333511447231963+0j)
(0.0611604117121138+0j),(0.481766461100605+0j),(0.2278271168098658+0j),(0.3551128245248279+0j),(0.46012175646320835+0j),(0.4899750412185445+0j),(0.36287843274901305+0j),(0.05178647467847315+0j)
(0.3093752975538341+0j),(0.38174771667935+0j),(0.014255036182015643+0j),(0.2761249845906053+0j),(0.3615765055578821+0j),(0.5228562426309915+0j),(0.048426458715438055+0j),(0.5250200483491096+0j)
(0.4323103043674289+0j),(0.1484543955707438+0j),(0.4649898032393061+0j),(0.16710971360434262+0j),(0.39305443083880154+0j),(0.5152056241267424+0j),(0.11685990037498212+0j),(0.3366646144555746+0j)
(0.5928412357003634+0j),(0.07333153619628646+0j),(0.20827453964622816+0j),(0.16928411442201627+0j),(0.1960125889317126+0j),(0.2561312677277247+0j),(0.6709102104465492+0j),(0.13031380580317392+0j)
(0.3503388006746943+0j),(0.262083955125772+0j),(0.15166015989194936+0j),(0.1894436262885943+0j),(0.5422611474664548+0j),(0.37695424792946985+0j),(0.5591970541034449+0j),(0.029017773276824747+0j)
(0.540765456646628+0j),(0.2172119136635552+0j),(0.4431794294284786+0j),(0.1967318691132255+0j),(0.1324958644370257+0j),(0.19981170941486204+0j),(0.23480516082322633+0j),(0.5591662843963502+0j)
(0.4416778350753117+0j),(0.007817767410267778+0j),(0.4429647943757983+0j),(0.022304439975156708+0j),(0.5012465934921763+0j),(0.2310503337725429+0j),(0.39598157392579714+0j),(0.383028020259928+0j)
(0.09225131060926037+0j),(0.022280985994852617+0j),(0.27689909279836156+0j),(0.03366464167455996+0j),(0.2986802436371657+0j),(0.3764885047587016+0j),(0.0738404941087846+0j),(0.8226669659938399+0j)
(0.37377152363034677+0j),(0.3332751250872879+0j),(0.35635072919165645+0j),(0.5495512257445184+0j),(0.353815380447081+0j),(0.16861583410048814+0j),(0.16944585479781207+0j),(0.37135108260229477+0j)
(0.15758704664445522+0j),(0.5658402171051348+0j),(0.4823767642633226+0j),(0.5128101592844684+0j),(0.2126426039115394+0j),(0.08649970302399033+0j),(0.2815143341595392+0j),(0.16546955403025201+0j)
(0.42259795461102206+0j),(0.23368370512124514+0j),(0.040859378327138214+0j),(0.46075960333380245+0j),(0.008103958303067841+0j),(0.49981276314748957+0j),(0.45556181145412405+0j),(0.30889959122199406+0j)
(0.32885057761914344+0j),(0.024930477880289462+0j),(0.5800764858190284+0j),(0.4648836044422003+0j),(0.3093653556076766+0j),(0.4365973119083406+0j),(0.22427455944719876+0j),(0.0448002205552874+0j)
(0.4066814138299133+0j),(0.313765301080143+0j),(0.20587181235896662+0j),(0.7586201081709953+0j),(0.04376284110241063+0j),(0.18784918471213485+0j),(0.25014654085644716+0j),(0.13600771109476453+0j)
(0.04068244186718701+0j),(0.1846229754579388+0j),(0.394732784840834+0j),(0.3115553641395259+0j),(0.47640367662039435+0j),(0.4140235987826568+0j),(0.2576390384834041+0j),(0.496613231707979+0j)
(0.05723209178371104+0j),(0.4119064647903302+0j),(0.1680889289837272+0j),(0.3590379706893719+0j),(0.460355014726103+0j),(0.5237752168027975+0j),(0.3862042352456528+0j),(0.18567302132616625+0j)
(0.4658309998795233+0j),(0.4320086916021155+0j),(0.26759993942730476+0j),(0.23960124105201341+0j),(0.4931169550219481+0j),(0.4485439078151164+0j),(0.06080069006695347+0j),(0.13892010349664424+0j)
(0.41222134988053166+0j),(0.4209509451767278+0j),(0.08756485501624295+0j),(0.15668064355006997+0j),(0.4224183262374636+0j),(0.44148706112545716+0j),(0.4463185064252456+0j),(0.21933799465686868+0j)
(0.5445637148274065+0j),(0.06890188617911187+0j),(0.2555699686428919+0j),(0.48195312365017684+0j),(0.4496371033007626+0j),(0.0043997662812696355+0j),(0.3593292358738752+0j),(0.2641925168211829+0j)
(0.5569759607274668+0j),(0.22662930917642868+0j),(0.0699838209877069+0j),(0.5982876452489585+0j),(0.30477133688788455+0j),(0.11364319231399166+0j),(0.18929411294027917+0j),(0.3659760778995759+0j)
(0.4784831560742996+0j),(0.5240196095604668+0j),(0.26548886048523856+0j),(0.09495674643171063+0j),(0.18535591072932717+0j),(0.05462455326134665+0j),(0.4933937989231922+0j),(0.3690231742553132+0j)
(0.5595883998488311+0j),(0.16613696407093084+0j),(0.09148830925567374+0j),(0.3057527044964797+0j),(0.18707031015005074+0j),(0.6047393764906732+0j),(0.39579603483805037+0j),(0.006707404494899058+0j)
(0.45027723923550034+0j),(0.05851648261374854+0j),(0.15228256975425875+0j),(0.35810747525745573+0j),(0.5279734215586782+0j),(0.31232877649423124+0j),(0.4915499175383049+0j),(0.15642494772914387+0j)
(0.4224011205991452+0j),(0.3648228547124547+0j),(0.1594271524716385+0j),(0.19169597453590356+0j),(0.3690433575336436+0j),(0.33312330386804395+0j),(0.500875692485136+0j),(0.35815725562303835+0j)
(0.1143588032157174+0j),(0.2676797063646116+0j),(0.5280743286556593+0j),(0.2393725067678995+0j),(0.4990873472035974+0j),(0.471766042392015+0j),(0.3267703521715932+0j),(0.026032736983557757+0j)
(0.009960135583266265+0j),(0.5509329955337371+0j),(0.14398641608187926+0j),(0.0008849223678006912+0j),(0.38784267175081233+0j),(0.42302740014404916+0j),(0.5443735243756505+0j),(0.22343702845114188+0j)
(0.12172909968487691+0j),(0.20821681030790268+0j),(0.5417565549244017+0j),(0.43853089924555766+0j),(0.423711444499301+0j),(0.10098391326767779+0j),(0.2868781615380746+0j),(0.42894061744306156+0j)
(0.17588217877670184+0j),(0.13967589196979918+0j),(0.332210475748906+0j),(0.4465948153809672+0j),(0.17340924791656104+0j),(0.5527713426047866+0j),(0.4699543914094868+0j),(0.2885503779161968+0j)
(0.08293514602857287+0j),(0.44775955228835634+0j),(0.030353515671594708+0j),(0.4184418447114579+0j),(0.26703973324736374+0j),(0.36312400771776243+0j),(0.4213659061766235+0j),(0.4856951107090911+0j)
(0.027855561002050902+0j),(0.3025777979573907+0j),(0.4830183234094671+0j),(0.5152983880199654+0j),(0.07020888354883012+0j),(0.20912123647538344+0j),(0.589728412749601+0j),(0.11131502495584304+0j)
(0.48195338415683175+0j),(0.4652749087117121+0j),(0.34122235878195034+0j),(0.16304813717890593+0j),(0.14555463656225684+0j),(0.5413105807395753+0j),(0.07263552534840266+0j),(0.29789861541274504+0j)
(0.4396421724897207+0j),(0.6404769999908659+0j),(0.18325176456904219+0j),(0.2763243841456149+0j),(0.03294704586515083+0j),(0.03982243243187832+0j),(0.5044177445331913+0j),(0.1716362525928428+0j)
(0.10543043066551784+0j),(0.530029212112494+0j),(0.2847565071322029+0j),(0.2259181331215037+0j),(0.6240666044051677+0j),(0.23712500336906156+0j),(0.34452170325338644+0j),(0.1069840614328444+0j)
(0.47436349044566967+0j),(0.17350909510794787+0j),(0.19793008031966425+0j),(0.10663210022528882+0j),(0.4567603745003647+0j),(0.45191293060897203+0j),(0.2541202891095763+0j),(0.4657195437715487+0j)
(0.06989100441271133+0j),(0.14160138479084777+0j),(0.4948612548565397+0j),(0.05684154703577072+0j),(0.3173137102834149+0j),(0.44600058756083577+0j),(0.3272933245453649+0j),(0.5658800554618375+0j)
(0.2423133913766088+0j),(0.19288374933809949+0j),(0.06074417935007146+0j),(0.3719229731998014+0j),(0.51150704075932+0j),(0.28377561064723866+0j),(0.5080721412874706+0j),(0.4021917149633299+0j)
(0.3750822119797724+0j),(0.7095718136504569+0j),(0.12485484798338274+0j),(0.052057279945048336+0j),(0.2099926139786123+0j),(0.09662570040897239+0j),(0.362365450586428+0j),(0.3908712555114943+0j)
(0.33475972233744156+0j),(0.16860664605640724+0j),(0.0011943250749865905+0j),(0.039413152918856574+0j),(0.6094159895557912+0j),(0.3130141870119033+0j),(0.3354730819903739+0j),(0.5253998342535632+0j)
(0.44272544718722373+0j),(0.31762923517938974+0j),(0.11535869908361202+0j),(0.2208590315042881+0j),(0.6196080680788347+0j),(0.27100215398674043+0j),(0.281156605189848+0j),(0.3234410981697198+0j)
(0.43856786024233535+0j),(0.42487179040787393+0j),(0.4533142792504719+0j),(0.2552028396848516+0j),(0.4123225763451179+0j),(0.1183539289056733+0j),(0.4066173452532856+0j),(0.08464421782003675+0j)
(0.26920052423013574+0j),(0.42940225363695084+0j),(0.1346758574072184+0j),(0.24277076189031754+0j),(0.1022897963184841+0j),(0.4814506014975465+0j),(0.4556863216457022+0j),(0.4649318714396083+0j)
(0.12511377568206425+0j),(0.01572312112106223+0j),(0.4285259085594342+0j),(0.10235926873303776+0j),(0.3697955738281469+0j),(0.5310984544100898+0j),(0.32361906167725957+0j),(0.5161819646345606+0j)
(0.4500297655702264+0j),(0.3291572716758174+0j),(0.4387574003979185+0j),(0.4328737306071699+0j),(0.4488992232013136+0j),(0.3215604141926273+0j),(0.06550411989580152+0j),(0.0062108985042734575+0j)
(0.48503362580873965+0j),(0.4505119506134881+0j),(0.32854942684737454+0j),(0.39349875902166886+0j),(0.18269742416121357+0j),(0.10093753094440754+0j),(0.42803214976692083+0j),(0.26873241295671496+0j)
(0.01132275844766311+0j),(0.15993837185608756+0j),(0.4800501180389908+0j),(0.23613521619161829+0j),(0.48242513427882056+0j),(0.359397129431642+0j),(0.3511713141978815+0j),(0.45040199538960624+0j)
(0.34758467208320915+0j),(0.5636279634027273+0j),(0.43094448344837916+0j),(0.1365087521873513+0j),(0.41439539496927313+0j),(0.2848275514282706+0j),(0.3086559328413229+0j),(0.09508872205710019+0j)
(0.13046165285783443+0j),(0.22767094110080233+0j),(0.02625979122253989+0j),(0.4713473254114275+0j),(0.04298048507569556+0j),(0.061844290952956196+0j),(0.7086798842946523+0j),(0.4476478583436109+0j)
(0.5336534286980358+0j),(0.5402632404156774+0j),(0.08541792129831136+0j),(0.15370273625502617+0j),(0.35859749419609166+0j),(0.36974344744324295+0j),(0.0236012394940138+0j),(0.35573796312256584+0j)
(0.3070187559007946+0j),(0.3915462243502742+0j),(0.5264941415408305+0j),(0.4107242273377246+0j),(0.38397875526123404+0j),(0.37995339919932253+0j),(0.09962139997788623+0j),(0.0693676605814656+0j)
(0.5155885962362902+0j),(0.43929764538353977+0j),(0.02753284457236661+0j),(0.12245188657395756+0j),(0.2361941158098645+0j),(0.4469067453405376+0j),(0.5002584758476861+0j),(0.14021987770739364+0j)
(0.3910135422556357+0j),(0.36847779765422656+0j),(0.14459225248722138+0j),(0.01662449109827435+0j),(0.3574390943944146+0j),(0.5096371208989823+0j),(0.2649157407596742+0j),(0.4821578354885834+0j)
(0.07747838057607268+0j),(0.07754042689191061+0j),(0.5187438438201358+0j),(0.05290695273101993+0j),(0.19231377536009472+0j),(0.5259835164054066+0j),(0.40624734760688197+0j),(0.48724747965595594+0j)
(0.032960517698962126+0j),(0.38229786932689247+0j),(0.6114369519864201+0j),(0.044024200045980295+0j),(0.48680803997382177+0j),(0.44736147530878884+0j),(0.19864100380545227+0j),(0.019901285650786846+0j)
(0.14217388969103636+0j),(0.11909925599212436+0j),(0.4385897106832368+0j),(0.016756936371989894+0j),(0.3094539489027033+0j),(0.5377719123806012+0j),(0.5211573843762272+0j),(0.3411668617430873+0j)
