(0.3034180619635907+0j),(0.5249494417472192+0j),(0.06778998431493943+0j),(0.03968810456356006+0j),(0.20663513651081525+0j),(0.37972798432418275+0j),(0.5515371143873985+0j),(0.36757356460951507+0j)
(0.06415369851479388+0j),(0.47731332038161073+0j),(0.23784723502267519+0j),(0.4794404228323884+0j),(0.24007780640996185+0j),(0.46269328328752324+0j),(0.40604581050565797+0j),(0.2121938810152631+0j)
(0.1308177489237932+0j),(0.27504260172933487+0j),(0.2194577600400039+0j),(0.7087613727254151+0j),(0.3872503129423917+0j),(0.39620917595837585+0j),(0.22053612230304476+0j),(0.033958719985007386+0j)
(0.09437411889630146+0j),(0.7099589232899476+0j),(0.017976401079529213+0j),(0.1829278621098872+0j),(0.34762308198669706+0j),(0.0014705442111617275+0j),(0.31043194741578517+0j),(0.485854027033939+0j)
(0.3756875037960931+0j),(0.37778800898803633+0j),(0.24670661774061137+0j),(0.22194227114897763+0j),(0.5595314917487729+0j),(0.19069609054846143+0j),(0.028815000967438907+0j),(0.50570920429305+0j)
(0.17377888102270445+0j),(0.4477470930063274+0j),(0.4449976523054626+0j),(0.42978793689171024+0j),(0.03281991327228509+0j),(0.3255100254316905+0j),(0.24959489927531944+0j),(0.46610226651656306+0j)
(0.029166596445186044+0j),(0.1768509333437475+0j),(0.7284139787780078+0j),(0.35590014794884334+0j),(0.3953225089555192+0j),(0.03810616061965128+0j),(0.3787226110557853+0j),(0.09725448858054528+0j)
(0.008871258326056163+0j),(0.47954875690127113+0j),(0.2559468469751531+0j),(0.5426785788934929+0j),(0.010748637537440712+0j),(0.4388637588800216+0j),(0.2943036915061144+0j),(0.3614054055523179+0j)
(0.42548110018225505+0j),(0.03472054344680804+0j),(0.10734106945652573+0j),(0.598946131423708+0j),(0.3550437405613179+0j),(0.1319249949755686+0j),(0.10094688822392994+0j),(0.5420804437145736+0j)
(0.3538106758208222+0j),(0.5107038117375357+0j),(0.27479282676023065+0j),(0.07848174193719669+0j),(0.3496883662447008+0j),(0.45457266417910336+0j),(0.31975948747696276+0j),(0.31806406675115667+0j)
(0.48265765734049726+0j),(0.3538263614677707+0j),(0.27536281073613444+0j),(0.23226013056709782+0j),(0.3991995356658808+0j),(0.42420405723382204+0j),(0.19479000626914883+0j),(0.3671873472243922+0j)
(0.4722795846826689+0j),(0.5984911606131742+0j),(0.40187051184926165+0j),(0.05343030924581585+0j),(0.4535051784430174+0j),(0.2168173135011839+0j),(0.03013661014257399+0j),(0.02864801459754468+0j)
(0.42039247626421805+0j),(0.2587062697130772+0j),(0.5176825321408502+0j),(0.35535606916988166+0j),(0.381275881175042+0j),(0.12310407103959323+0j),(0.42636607677446103+0j),(0.1405494597484443+0j)
(0.1344937152318874+0j),(0.2059200349324264+0j),(0.0911907083507623+0j),(0.24865815182033918+0j),(0.27622672818908556+0j),(0.020090211055127663+0j),(0.6377482570759913+0j),(0.6212359428353937+0j)
(0.37268335448534773+0j),(0.11689270486412813+0j),(0.5858673733396911+0j),(0.21781460022418417+0j),(0.5228261588518346+0j),(0.17635787353253865+0j),(0.339372271731191+0j),(0.19270859572851057+0j)
(0.4670803496582903+0j),(0.4138586556539296+0j),(0.0842598677993258+0j),(0.08668217202819113+0j),(0.4648351792548118+0j),(0.35606937565594643+0j),(0.23351543490399893+0j),(0.445597164873223+0j)
(0.012546792112851157+0j),(0.19524302408534816+0j),(0.24954244347819943+0j),(0.18161575115001502+0j),(0.7310204065103266+0j),(0.13061337216368424+0j),(0.26332077151475414+0j),(0.4956596725145321+0j)
(0.2779394355802703+0j),(0.008005457935490052+0j),(0.09940615280086057+0j),(0.5030136850165746+0j),(0.30717022352633394+0j),(0.5601479045851272+0j),(0.2964171810089182+0j),(0.4047207257286704+0j)
(0.277846527167521+0j),(0.09479704839558967+0j),(0.05451520993623735+0j),(0.506407954259779+0j),(0.5423485682622319+0j),(0.39874620049292103+0j),(0.4290889348689836+0j),(0.13090487681455476+0j)
(0.016058216643517552+0j),(0.40048552771248236+0j),(0.3320303439785167+0j),(0.018521016416915333+0j),(0.4576431260921672+0j),(0.6545134565975224+0j),(0.26758358596027026+0j),(0.13906914538268808+0j)
(0.23076924253055567+0j),(0.5346939564036612+0j),(0.29373361595265873+0j),(0.19487391020146175+0j),(0.32622518496129416+0j),(0.37188800448492576+0j),(0.31558265843745287+0j),(0.4384936466816607+0j)
(0.08369074636075993+0j),(0.49404382204336345+0j),(0.6705401279356594+0j),(0.004744979742559006+0j),(0.1576565461465728+0j),(0.1350130949240981+0j),(0.29479357214382124+0j),(0.4114396800850306+0j)
(0.4685475902809592+0j),(0.11749987442270937+0j),(0.30940429535756364+0j),(0.090665050394344+0j),(0.22426079771269553+0j),(0.5020923431698906+0j),(0.5836529981805277+0j),(0.140233081183256+0j)
(0.4066809282676891+0j),(0.20259226198787728+0j),(0.10162217184309576+0j),(0.43228355930630064+0j),(0.5107783120561425+0j),(0.12226126898104006+0j),(0.26254390606148037+0j),(0.5015967024807267+0j)
(0.4229147090952179+0j),(0.2839596484422371+0j),(0.04762563795148584+0j),(0.2696392978466728+0j),(0.4495906469461197+0j),(0.3250041784185911+0j),(0.4689753045234754+0j),(0.37126703663276556+0j)
(0.1403698909270012+0j),(0.013762284265617916+0j),(0.45588514269143615+0j),(0.4866421482483418+0j),(0.3995293418710857+0j),(0.13705213507840597+0j),(0.46110229947937637+0j),(0.38004307143233257+0j)
(0.0521691612354272+0j),(0.1291731050319571+0j),(0.2884588444862825+0j),(0.5402437375969932+0j),(0.2153552023681618+0j),(0.4779103032453519+0j),(0.5750602278945552+0j),(0.007106316628955273+0j)
(0.059629519362442165+0j),(0.18716793707595714+0j),(0.39831558047646753+0j),(0.4290574519611232+0j),(0.6598965667209892+0j),(0.2504947365273189+0j),(0.34640571661189024+0j),(0.021421314577334264+0j)
(0.538040759269034+0j),(0.2915345741481415+0j),(0.49779411225557707+0j),(0.5515501631273634+0j),(0.03448596545428712+0j),(0.05191998646062082+0j),(0.07385692072154051+0j),(0.25332461635907144+0j)
(0.39817437550197365+0j),(0.4019477312270092+0j),(0.10684818850247459+0j),(0.07559240536149582+0j),(0.14717692934747756+0j),(0.5285119594871293+0j),(0.4842840255994573+0j),(0.3567176525160805+0j)
(0.5089502233375479+0j),(0.47185475936540694+0j),(0.3761285955253606+0j),(0.21145573533549217+0j),(0.0010144315225999174+0j),(0.15714099386431565+0j),(0.32177363068689085+0j),(0.45155721389577813+0j)
(0.1422195525859685+0j),(0.38571650783847783+0j),(0.10169367386775154+0j),(0.6306713690562212+0j),(0.2972614865422984+0j),(0.5449348725763354+0j),(0.09908712378425566+0j),(0.1666485240264882+0j)
(0.44191024663398715+0j),(0.6651939465448117+0j),(0.31648174920555855+0j),(0.0846523971010285+0j),(0.4364351533998968+0j),(0.16431780119160883+0j),(0.017897097687129215+0j),(0.19263782719810638+0j)
(0.052912944088482794+0j),(0.25960580464839916+0j),(0.35214846979756576+0j),(0.603808937186556+0j),(0.49460200383707703+0j),(0.228408504672444+0j),(0.05777986632779597+0j),(0.3755944208510146+0j)
(0.37868279304624297+0j),(0.36511763197127467+0j),(0.06496443922973107+0j),(0.3382281061007937+0j),(0.2050135767124054+0j),(0.5229857420490773+0j),(0.44062538106638444+0j),(0.3081792457166576+0j)
(0.20683690286869008+0j),(0.03881087668347879+0j),(0.33228603329975004+0j),(0.036863778393155036+0j),(0.41278921959085346+0j),(0.12134641313367905+0j),(0.6078211651324604+0j),(0.5379338293930103+0j)
(0.4221142121626636+0j),(0.38232775357043325+0j),(0.5119511569997242+0j),(0.33380946244016596+0j),(0.10111283566338469+0j),(0.1697722239029242+0j),(0.5103825906969197+0j),(0.05084814589339883+0j)
(0.1607434589077056+0j),(0.560556368280813+0j),(0.4999467684821702+0j),(0.543171470930739+0j),(0.2876414550486505+0j),(0.0353363387484763+0j),(0.0726568830971191+0j),(0.1602834804006466+0j)
(0.30840858818019257+0j),(0.5317176699592301+0j),(0.43033830692016334+0j),(0.4260835719214469+0j),(0.07333904473513037+0j),(0.026189107082914484+0j),(0.49184292077265435+0j),(0.08630324442880802+0j)
(0.08766759355248305+0j),(0.25294287861844067+0j),(0.45482620432714954+0j),(0.39937635001369926+0j),(0.6101978336156878+0j),(0.1253804305298858+0j),(0.3774077875466726+0j),(0.17739126667909605+0j)
(0.4247669747278185+0j),(0.4796244448413152+0j),(0.22297411268824904+0j),(0.47085591755112927+0j),(0.04878962206244048+0j),(0.4279984264647857+0j),(0.25241912563480107+0j),(0.2623588454877081+0j)
(0.21175727365884564+0j),(0.09092068644195624+0j),(0.4221100203636014+0j),(0.3612455304577209+0j),(0.27079040424812656+0j),(0.44531538868138726+0j),(0.2580154992098149+0j),(0.5477333721808881+0j)
(0.0325412143179306+0j),(0.5374542526426188+0j),(0.3129359707642783+0j),(0.310394057306834+0j),(0.4250773143519888+0j),(0.32874680854060406+0j),(0.35742394051510273+0j),(0.3151087788713977+0j)
(0.2403733546185216+0j),(0.508571613291178+0j),(0.4350211800186584+0j),(0.18073963449067934+0j),(0.12493269555541454+0j),(0.5292989491667307+0j),(0.09770665932588293+0j),(0.3954151928275205+0j)
(0.13619066987567488+0j),(0.22779035215523857+0j),(0.35591497956986845+0j),(0.14276686999260124+0j),(0.6190256124137653+0j),(0.15357402334139272+0j),(0.5929924249606587+0j),(0.15520341337702884+0j)
(0.4598743755894027+0j),(0.4094037852971885+0j),(0.12488305480368317+0j),(0.3120330677134591+0j),(0.396863736396078+0j),(0.46152533825351305+0j),(0.22455802049914234+0j),(0.2949761326786459+0j)
(0.04447050892620341+0j),(0.4865918327245357+0j),(0.22289867002481614+0j),(0.2806463840976218+0j),(0.5361383061890432+0j),(0.2702189310362189+0j),(0.409073642411095+0j),(0.32403819711050513+0j)
(0.3310146079211388+0j),(0.32165749922564346+0j),(0.18103426332428008+0j),(0.2899055867964043+0j),(0.2730119549898093+0j),(0.45299847057135495+0j),(0.4610049679401572+0j),(0.42175633535103857+0j)
(0.15785802913973043+0j),(0.5440473377617905+0j),(0.008878890727912833+0j),(0.1022169236894172+0j),(0.8049844762478875+0j),(0.06741205340131044+0j),(0.0798760252966169+0j),(0.09819180902849964+0j)
(0.1067888383867044+0j),(0.817802575340403+0j),(0.032681536496471715+0j),(0.11590421609987006+0j),(0.25967530921368653+0j),(0.21596732293941948+0j),(0.419952523903045+0j),(0.12190138842419489+0j)
(0.3147292357262185+0j),(0.30082603972232913+0j),(0.2846840889482166+0j),(0.567640778081115+0j),(0.24555711812926873+0j),(0.12721813589991066+0j),(0.5725953053662496+0j),(0.05329148590621142+0j)
(0.38706014026649227+0j),(0.44219757150925715+0j),(0.4295748504255774+0j),(0.4649709372459767+0j),(0.2938515656932759+0j),(0.37955852406230883+0j),(0.13656003828876107+0j),(0.06965034860260072+0j)
(0.3773515545761373+0j),(0.3160737647671839+0j),(0.6415357823544788+0j),(0.36526706358900896+0j),(0.3391565052087901+0j),(0.17765673403005275+0j),(0.1633079644363304+0j),(0.1986364777193706+0j)
(0.37155212697185497+0j),(0.3015218818910076+0j),(0.40118661091675206+0j),(0.06815870148985134+0j),(0.2968461516038444+0j),(0.47187723474608384+0j),(0.28040884593232157+0j),(0.46478208124369874+0j)
(0.17394640689433313+0j),(0.18090693848688236+0j),(0.3245469242398238+0j),(0.44851523771059587+0j),(0.4999621521696866+0j),(0.5050861503323231+0j),(0.034117740705583335+0j),(0.35253440903436334+0j)
(0.4323795319879508+0j),(0.05885335742390254+0j),(0.37050688703967893+0j),(0.4676589193400354+0j),(0.10428017810273393+0j),(0.33233817917739084+0j),(0.04568331711636547+0j),(0.5746251109278606+0j)
(0.15017562040450003+0j),(0.2567950682024669+0j),(0.2700783128361177+0j),(0.13123860525218234+0j),(0.23510235858103812+0j),(0.06725538226581233+0j),(0.6400470552698364+0j),(0.5931956431030114+0j)
(0.5702937201365155+0j),(0.1861335669025674+0j),(0.38370644268415793+0j),(0.4391109595889246+0j),(0.4530697907574255+0j),(0.0017171658822505795+0j),(0.11295494254718938+0j),(0.286419789915188+0j)
(0.375744822645117+0j),(0.35810169577418777+0j),(0.2905543741441038+0j),(0.4845355145348036+0j),(0.22355522539559053+0j),(0.5903015125355646+0j),(0.09775827382126259+0j),(0.058249463133153025+0j)
(0.17102288289965628+0j),(0.19926051319864052+0j),(0.48138809223375384+0j),(0.4286918015946466+0j),(0.2852429299091181+0j),(0.47961728387126573+0j),(0.4509745507818978+0j),(0.02758535483667264+0j)
(0.5772345266696516+0j),(0.46790636837311095+0j),(0.5145647534413241+0j),(0.09470988647679812+0j),(0.3795671346489282+0j),(0.029178706904636392+0j),(0.12127630379749967+0j),(0.12036002272666604+0j)
(0.5400301726725337+0j),(0.28830379704044196+0j),(0.10700778158718988+0j),(0.5481604634416833+0j),(0.24930833045907375+0j),(0.32018949302971517+0j),(0.3720377285996642+0j),(0.10114221487593636+0j)
(0.4157353574669426+0j),(0.13320120097579163+0j),(0.06765549065560991+0j),(0.41035123700027465+0j),(0.4514718591682129+0j),(0.4697047104973613+0j),(0.12133574443222143+0j),(0.44416712161730226+0j)
(0.3046209081406242+0j),(0.3412363746058097+0j),(0.27101531133229134+0j),(0.1864983633030769+0j),(0.3616865315151192+0j),(0.15649749349395606+0j),(0.45195840912340957+0j),(0.5682938362779489+0j)
(0.42256983454653935+0j),(0.18590896464529108+0j),(0.513080682866957+0j),(0.34297290269975406+0j),(0.21225628334458807+0j),(0.5250643436046647+0j),(0.1485443349358082+0j),(0.25135568124180435+0j)
(0.4347743814076622+0j),(0.5613218453940448+0j),(0.18186373627286415+0j),(0.06976390454749666+0j),(0.3171614977887442+0j),(0.2469446203936871+0j),(0.5071833226329401+0j),(0.19783735296500482+0j)
(0.31963437847252346+0j),(0.4433636001896858+0j),(0.05638891250389417+0j),(0.4494428287291883+0j),(0.09603226077176578+0j),(0.1020336099536601+0j),(0.25181824292602145+0j),(0.6426807420768081+0j)
(0.23411900911911349+0j),(0.14789977481353014+0j),(0.16621640861448012+0j),(0.2665763010119955+0j),(0.4089854955568781+0j),(0.6802891376844693+0j),(0.42295137306272296+0j),(0.12519112197848178+0j)
(0.2941877349206873+0j),(0.22327352670455317+0j),(0.12417007874841172+0j),(0.47649692770868696+0j),(0.21988107953060404+0j),(0.6850383031673947+0j),(0.23833972502016798+0j),(0.21611105445637377+0j)
(0.07854429122335338+0j),(0.09461650842090331+0j),(0.184466922125149+0j),(0.5146998251435461+0j),(0.44751332674987926+0j),(0.45350997369843876+0j),(0.5091659027488963+0j),(0.14403181906972526+0j)
(0.324898950974163+0j),(0.49184989187360634+0j),(0.6158555268068461+0j),(0.23772010813973768+0j),(0.21685983285045274+0j),(0.2123735426711109+0j),(0.14104425560073702+0j),(0.32359123139963686+0j)
(0.1378700780995331+0j),(0.09312197913802163+0j),(0.7401644327654122+0j),(0.426630259758682+0j),(0.3542893014361785+0j),(0.0628134708205149+0j),(0.12103804479438168+0j),(0.3136028108567264+0j)
(0.412737389610682+0j),(0.31240852545104775+0j),(0.3153273406519768+0j),(0.06500757110429678+0j),(0.45979282122646237+0j),(0.3919826655660685+0j),(0.15836297786572068+0j),(0.48811142484597253+0j)
(0.0018756654410614026+0j),(0.32640728140944336+0j),(0.3374828617073466+0j),(0.38086477013773223+0j),(0.4983432021605687+0j),(0.27884219511975006+0j),(0.38382973556382444+0j),(0.4013451514867925+0j)
(0.4782191576417655+0j),(0.32806260515824426+0j),(0.2535290264449576+0j),(0.16207122194009282+0j),(0.3875198224766962+0j),(0.44239394302664486+0j),(0.3331382244802359+0j),(0.3409871344802131+0j)
(0.325382986874068+0j),(0.080010795879374+0j),(0.051846195004300946+0j),(0.6097957980859653+0j),(0.5923712220353656+0j),(0.07880819900440157+0j),(0.08998214957564725+0j),(0.38467396185301106+0j)
(0.332137755086058+0j),(0.3526357066126159+0j),(0.08416151121578964+0j),(0.5029603715724017+0j),(0.22218770953865039+0j),(0.10573324358736982+0j),(0.5856918803722448+0j),(0.31890186409352805+0j)
(0.13075979490649786+0j),(0.4754128435135151+0j),(0.4371420795515124+0j),(0.5222142171716301+0j),(0.02607215406833706+0j),(0.27460217588691627+0j),(0.0913338428826175+0j),(0.45678839176615127+0j)
(0.16028493556987078+0j),(0.2703110622459781+0j),(0.2534325191915251+0j),(0.5113836504441809+0j),(0.20814198020695435+0j),(0.2655930208052358+0j),(0.5822042038069362+0j),(0.3502497933990016+0j)
(0.26742338572885627+0j),(0.22848825851609078+0j),(0.5408758921030568+0j),(0.37139840217003084+0j),(0.09815583458716641+0j),(0.48681540211660285+0j),(0.21717052124072744+0j),(0.38988139965308416+0j)
(0.06954747700352196+0j),(0.42185342930713826+0j),(0.39607269078035623+0j),(0.35399249679348677+0j),(0.38506001876264684+0j),(0.2397664652720201+0j),(0.37312316750858604+0j),(0.4359340482297802+0j)
(0.4319467355496875+0j),(0.18619937473799036+0j),(0.30077761865129576+0j),(0.389165552572533+0j),(0.44770911057159396+0j),(0.12507330422433313+0j),(0.5048396316666153+0j),(0.25668068584300735+0j)
(0.13589632312261185+0j),(0.1362708034878329+0j),(0.34917929454246077+0j),(0.3978725488171948+0j),(0.46297334054114536+0j),(0.31138383618376286+0j),(0.5677056363924811+0j),(0.22167502240653478+0j)
(0.019771379920230012+0j),(0.41570862970035877+0j),(0.5616235357007922+0j),(0.03321790746260652+0j),(0.38553659918310246+0j),(0.3951312797929488+0j),(0.4529099292256632+0j),(0.019401054810648227+0j)
(0.008241603830759992+0j),(0.1435909014210141+0j),(0.3180603430596147+0j),(0.25482054386458863+0j),(0.025722502489429647+0j),(0.49485765462948017+0j),(0.5101132086837494+0j),(0.554487697284091+0j)
(0.5891328818278526+0j),(0.3672144744592063+0j),(0.11873389225282201+0j),(0.14362757070402526+0j),(0.46050347460004876+0j),(0.5013973294048713+0j),(0.1396090201195366+0j),(0.01989850520069655+0j)
(0.5111375542083808+0j),(0.34028603991132145+0j),(0.5157179517638808+0j),(0.18025496053396511+0j),(0.5615943047293198+0j),(0.0878705016855876+0j),(0.030861518906539175+0j),(0.020618768891653132+0j)
(0.1624536157847865+0j),(0.6764095592025051+0j),(0.045677272958720545+0j),(0.47094368353759986+0j),(0.40440626050189454+0j),(0.1783694136103005+0j),(0.2856175452616484+0j),(0.12356015216450202+0j)
(0.22766069682325474+0j),(0.012747673892617195+0j),(0.4142266003830509+0j),(0.4568067872049827+0j),(0.430100678181652+0j),(0.3275978701214344+0j),(0.4223650537940229+0j),(0.31153296789263635+0j)
(0.45746142826958347+0j),(0.27466623702790816+0j),(0.14255850285101337+0j),(0.212742279733229+0j),(0.5451847179572136+0j),(0.10887339821301206+0j),(0.5110958096506114+0j),(0.2817917234169914+0j)
(0.06185124241172796+0j),(0.5076510703580057+0j),(0.35210897397191915+0j),(0.2166621594210926+0j),(0.5854175198825439+0j),(0.11136729972040273+0j),(0.4601404737784024+0j),(0.026381623499566104+0j)
(0.14972876779383348+0j),(0.5125674408415761+0j),(0.18164802248261921+0j),(0.06780811007720831+0j),(0.38659496880887606+0j),(0.4710311066893623+0j),(0.15052367428196803+0j),(0.5322392515807939+0j)
(0.07822329475247955+0j),(0.46702994755042715+0j),(0.32496529115740075+0j),(0.2700195671581031+0j),(0.045051263147662605+0j),(0.4299005716583823+0j),(0.5726981117633541+0j),(0.2870956149144975+0j)
(0.07474050525149666+0j),(0.4690727454400579+0j),(0.2892430285087877+0j),(0.14109987928275172+0j),(0.33965836871589367+0j),(0.5131397813316086+0j),(0.09796339972321495+0j),(0.5315419462059525+0j)
(0.24924066413308052+0j),(0.39981326993672606+0j),(0.1352825829587957+0j),(0.5306191144778398+0j),(0.32860012991996956+0j),(0.371584885063617+0j),(0.025358693435382+0j),(0.48111743171479576+0j)
(0.20674820886893946+0j),(0.4038411627206837+0j),(0.17355181053149776+0j),(0.5539396500924185+0j),(0.015445828791894003+0j),(0.09930891627386924+0j),(0.44456331577922364+0j),(0.49946045921918913+0j)
(0.6100848249640141+0j),(0.19928061055199583+0j),(0.5191490713183583+0j),(0.024363733801502432+0j),(0.008164064944893563+0j),(0.3699195886994541+0j),(0.359227278698306+0j),(0.22808551687952414+0j)
(0.06924275157819887+0j),(0.35253826460828425+0j),(0.009028844012802233+0j),(0.15054390411930868+0j),(0.2997988355199877+0j),(0.5306364315903217+0j),(0.32853020357343454+0j),(0.6072814563932567+0j)
(0.1872235887731932+0j),(0.39967699669700085+0j),(0.12939681005091558+0j),(0.06561541205101246+0j),(0.5795232396718768+0j),(0.10520358836867344+0j),(0.3788208344284664+0j),(0.5419746345039246+0j)
(0.21532486807817228+0j),(0.18466658094233898+0j),(0.0028701813096396484+0j),(0.4672909832810397+0j),(0.22750537538369625+0j),(0.1803949837178387+0j),(0.42699656557692006+0j),(0.6591943879313235+0j)
(0.5464553318341072+0j),(0.188131888701428+0j),(0.08107459752884234+0j),(0.056292416663664205+0j),(0.6269267862347426+0j),(0.508397489045077+0j),(0.02285279872126066+0j),(0.06498910408717683+0j)
(0.11243909504401761+0j),(0.05481289239261633+0j),(0.12036317861735155+0j),(0.09692971814315245+0j),(0.6397335443411108+0j),(0.16794097499302418+0j),(0.1744686509861301+0j),(0.7018317766340355+0j)
(0.03525501300039323+0j),(0.20601534511971858+0j),(0.3983843892589408+0j),(0.4653571913515394+0j),(0.3176873750638501+0j),(0.4537006792652183+0j),(0.5181664953253786+0j),(0.07603441962208565+0j)
(0.1708217325146282+0j),(0.35486118643773984+0j),(0.3315908562741327+0j),(0.4153504240574471+0j),(0.44410836185739166+0j),(0.4336554338441609+0j),(0.021193287164970726+0j),(0.42034102290438724+0j)
(0.12764521126579045+0j),(0.2409826124168944+0j),(0.11667308913824409+0j),(0.4452048140499244+0j),(0.4740609327165504+0j),(0.4567290991196122+0j),(0.48524257779616564+0j),(0.21217574591452681+0j)
(0.09771817910101473+0j),(0.5384105782907147+0j),(0.552472188920982+0j),(0.19586411441628346+0j),(0.10238717209453503+0j),(0.559001420744501+0j),(0.16362059213429822+0j),(0.08508534677815549+0j)
(0.48698554178569997+0j),(0.37932309141010623+0j),(0.4631753516200582+0j),(0.16589922722319358+0j),(0.39293473869371603+0j),(0.0812138221176446+0j),(0.25967787078837584+0j),(0.38532988999130513+0j)
(0.3284754151219462+0j),(0.13507326776535747+0j),(0.12508501962115345+0j),(0.024561312448135027+0j),(0.28307275969672724+0j),(0.5012549941530738+0j),(0.3552702286616549+0j),(0.632460197936463+0j)
(0.02079971654002518+0j),(0.18289610021848726+0j),(0.3226685616426328+0j),(0.23132333137410638+0j),(0.4881065610919282+0j),(0.43967757525746476+0j),(0.4608607570059816+0j),(0.40562776223131625+0j)
(0.30430319045892623+0j),(0.22070097784847056+0j),(0.1762902088341998+0j),(0.3153243552163935+0j),(0.012665948022340438+0j),(0.5731435425172354+0j),(0.5642004769656668+0j),(0.28496813006547+0j)
(0.0063350993578127485+0j),(0.31790793645147436+0j),(0.4370839181685+0j),(0.20004432997626162+0j),(0.5254170286070963+0j),(0.2508368696218226+0j),(0.2935877609543719+0j),(0.4926036565900885+0j)
(0.2923141019580123+0j),(0.4699847406871198+0j),(0.014546313557480883+0j),(0.37711068518681523+0j),(0.05507289429638536+0j),(0.2521622569093664+0j),(0.34894857038268207+0j),(0.6023776331584996+0j)
(0.30185511457372693+0j),(0.47081380437924986+0j),(0.44238678878742543+0j),(0.4341511982002172+0j),(0.2139725547716552+0j),(0.4574153132251884+0j),(0.031103485526837553+0j),(0.21689644496616545+0j)
(0.32983442469255175+0j),(0.18432235327169855+0j),(0.01337973980994953+0j),(0.2691902266146008+0j),(0.5035236850486865+0j),(0.4908018281291633+0j),(0.29075930224671975+0j),(0.45346291919734455+0j)
(0.4809437577455676+0j),(0.5224597594752655+0j),(0.4156142141810181+0j),(0.44751483974736833+0j),(0.2621251286767888+0j),(0.0995670990461634+0j),(0.14973668151524003+0j),(0.14724106323887556+0j)
(0.2115379582883584+0j),(0.4549689268202888+0j),(0.3689467279982939+0j),(0.2907903880126238+0j),(0.5092158134516547+0j),(0.26576860833239735+0j),(0.41931727930897694+0j),(0.14769411429964194+0j)
(0.3965466268046917+0j),(0.23027746752969205+0j),(0.4016452887182223+0j),(0.20922802033336776+0j),(0.1862621530622198+0j),(0.35502288022567496+0j),(0.15765228399637266+0j),(0.6316950850524222+0j)
(0.004761205304547188+0j),(0.5451951750723985+0j),(0.17883864741284786+0j),(0.6472705908102827+0j),(0.10499584379862123+0j),(0.31532237457273427+0j),(0.31226021002414656+0j),(0.20937599332296683+0j)
(0.44233192355381573+0j),(0.5175928449530112+0j),(0.10228422790608206+0j),(0.14073019561059247+0j),(0.4372125120110435+0j),(0.09156140718793146+0j),(0.48940618639802763+0j),(0.259068287896818+0j)
(0.04262258936502431+0j),(0.574343213920038+0j),(0.3390629410049451+0j),(0.14309436561096686+0j),(0.45617719775490184+0j),(0.5017192569380715+0j),(0.06347529857949437+0j),(0.2627252367084905+0j)
(0.25183132676206876+0j),(0.27462927855623376+0j),(0.38170698089004246+0j),(0.022305674482688477+0j),(0.5427613551745922+0j),(0.310121281931936+0j),(0.12268288558666683+0j),(0.5560088050136268+0j)
(0.6208675173455203+0j),(0.09434625726271634+0j),(0.282001882266807+0j),(0.3749722574796944+0j),(0.43808138975252126+0j),(0.27462455903915955+0j),(0.20818807107435902+0j),(0.27352665089835654+0j)
(0.22896408029392643+0j),(0.4980751803948712+0j),(0.30068109556766875+0j),(0.4449463888586991+0j),(0.33806473201931797+0j),(0.32353517496976525+0j),(0.3167139265256775+0j),(0.30305060746726886+0j)
(0.10033811156028948+0j),(0.48050698216487564+0j),(0.0840913070517176+0j),(0.5062730471102217+0j),(0.10490307104630808+0j),(0.48348482673517884+0j),(0.46575560774137775+0j),(0.18431234133055469+0j)
(0.599568170437937+0j),(0.5343568693976661+0j),(0.043690109057651326+0j),(0.19445023404083758+0j),(0.1189392316172138+0j),(0.050896070437580314+0j),(0.17186509400200797+0j),(0.5186390504360671+0j)
(0.4623134399894851+0j),(0.09017654859108895+0j),(0.2811226514096021+0j),(0.44021862712535687+0j),(0.4177381162966961+0j),(0.455522952156363+0j),(0.1549072431775034+0j),(0.31513416309307773+0j)
(0.07590880071950003+0j),(0.20471706784906535+0j),(0.4927575962446704+0j),(0.32096947469336357+0j),(0.5193114149037178+0j),(0.4819058624728351+0j),(0.04116235424163814+0j),(0.32075750719374685+0j)
(0.11061875252652772+0j),(0.47595808785605226+0j),(0.20948603599205753+0j),(0.3388908852912586+0j),(0.10270294377629795+0j),(0.5025868249243598+0j),(0.5217904969628817+0j),(0.2590158775366657+0j)
(0.38885132199683653+0j),(0.072090243961822+0j),(0.38161804708572883+0j),(0.32871452983422805+0j),(0.3104830775390703+0j),(0.37874905339483816+0j),(0.4975537147128256+0j),(0.3201589983289934+0j)
(0.3647606989684287+0j),(0.31926030933459815+0j),(0.22933781044152585+0j),(0.3717845612544537+0j),(0.2797074821175037+0j),(0.47792233581400767+0j),(0.4387364557217528+0j),(0.27398391172593295+0j)
(0.1655492246489474+0j),(0.44606199655210665+0j),(0.4821576440022821+0j),(0.27064393039202234+0j),(0.4761081436192516+0j),(0.20428992112101865+0j),(0.37923790563078663+0j),(0.23593069610116468+0j)
(0.4425329108662293+0j),(0.321138933905236+0j),(0.05648253924332907+0j),(0.6144581597404732+0j),(0.4434114564964752+0j),(0.1457988885562799+0j),(0.2704280420563093+0j),(0.17112258481119932+0j)
(0.653599487354566+0j),(0.5443135334340511+0j),(0.18550051430557826+0j),(0.10920581758846361+0j),(0.2791606387121869+0j),(0.2609997973558521+0j),(0.052895278939740324+0j),(0.2852098684959606+0j)
